relative_path,condition,policy_hash,stage,task,split,rows,bytes,sha256,first_result_sha256,last_result_sha256
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-03/MeetingBank/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,3,MeetingBank,test,500,635054,e1d80f62afe6e7c9a3044a99de9fa7bc0f8a5219945026a9b886c8af9f528a22,58aa5001f7ca4723f6bf97b528abc28df1d6232444126db6cf1d85dfe6d472ef,5666e2c694b62428a8147286006dc176f7860d3ca41591a337d962c56b8781f1
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-03/MeetingBank/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,3,MeetingBank,validation,500,657627,8549e68f0caada007b4d08d2d4cc082a814c53b670fd79b11d2036e17769cdb9,9ba8be2d33b537c2136a0294f5adfe7a7c1b41f6208c64a3ddd365f74510e4d0,2d0d0ce8d68e271b84b4a91d2ee19e4623ab56a584e405ea1d636cbfb1d1c44c
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-04/C-STANCE/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,4,C-STANCE,test,700,543587,771da423e3ecf3d225c196c1fb013e8f43eb5302c404300240c95c8e64cd5dac,55687e5e69141cf907821a128780c33ae9fee3c9044548e55ab44a4580c4ce99,222f07f840b2b5286562b12585b12397cc9325275e19630745533e31c1796fef
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-04/C-STANCE/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,4,C-STANCE,validation,700,537089,8f7d3fbbbcf55c70f6fec47bd3044b9edb3b4cab05ccd6f41fb0106db4d11449,c7098f42110553d514394e9ca096fbc1dae94819a25c0ff37879b13b42c85745,7c854dc2520e96bb1b3f3047a56a18c88faa2b2c25e3332b4020c596f2f872e3
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-04/FOMC/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,4,FOMC,test,700,668301,af0e908fcfc760ec5c5e046fe8503744720075027190f565a564f7833b1cd9d3,2940df179a10d2541a9b040b002734ba4419ab8841106760c9f9bbb450c9688b,29d63b03615e3c233c69acf3a887bf37b6dcbde31f5a19d745f16050e2b0b04b
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-04/FOMC/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,4,FOMC,validation,700,652436,b18f183327d9347c64873f559875581d35623ff70be55dc9055b1c10cc4ae68c,07412a3dd329f22e89535c43f8920d64f8d9411ffa4da2a0c600fc547040f3d9,d2a06f48835cce9b895e3ba916c6f09920856f2c9acf8d413661959e6beeaeb8
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-04/MeetingBank/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,4,MeetingBank,test,700,771757,f3f074d58b64e8871e826f3643563f97c60725e6ffe25c21a57c8496defaa494,ca7786064d68f396de1db2ea7a0209520d27a409850f93c3e0149da06cefa551,3243f255090c8a50df5ed8caf55d8910a760ad1eecadf9153efbfd41467b3c99
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-04/MeetingBank/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,4,MeetingBank,validation,700,777778,418be489ec4826c4c0cb0be4a1c3198bb9fa3772f7f415dd05e4d9000a409ebe,9c029ee9bb2f43b410550ba23e0a40d0390e00adaba3ff86864e8501a345bd13,1ab3d0f3d341744fa5f29634c40d246226785edaa343941eaa32f69567db6d0a
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-04/Py150/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,4,Py150,test,700,997471,0728b0fb03e1dd92f76e2454ab7016ce8be2d4751f1cbed7d41d0aab14e7bbd6,99068004075a9e046448e50c430ead02cbb48991adaceb366ca23981c76c9ade,936b4a01a9897e8b1168a9f96a650dc88ebf84bdfc9db312d436687f9d890839
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-04/Py150/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,4,Py150,validation,700,1013829,ac1faaec714dc400e7d675bd6c5a83ab6bffa9dcde1e9bb1b97180d9db25834e,8ae24341c8180926cd5e24a863b603847fed48e0108e3166c498ebb0eeaa6090,7b13632ef9a2695b9908d80793ff24085f7d82cfdc7d550be496ea961b2fe1ec
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-05/C-STANCE/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,5,C-STANCE,test,700,719707,21f62878830b9981f6c3a8a90818efec3dd4a217329d659fe048f0ab889090d4,92bbfc3dc8f187837b606d60d901cdbcf64de5dd316ec6a3a0a091636c970b71,83fbf7b8cccab65c922b5f525095744b549148caf1b70992495474ff29d9a3c3
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-05/C-STANCE/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,5,C-STANCE,validation,700,720109,6d0a242743f007e800c0859dc0539d19ce2d4533c28063bb2780426fd6253fd4,cf97fb595b6f7dd10362a54f0d9cce88aac3665c21d12554952cfbae4551d2c0,873a4d8fb93e900bd0c68bf2953aa45debae4e8b1eefce6391cf0c38b882053c
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-05/FOMC/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,5,FOMC,test,700,1072078,32854126ec0938d0c4bf9a118ac27390b228d424e2089d412217bde6d4ad4fcc,1aec8ada32a446c03d077e68212be8836aad56f3dc7c17da30eddd3bebcbf270,887bb403d448246c775e3123e25ccd76ef78e497d02b9631acfae21363eb0865
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-05/FOMC/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,5,FOMC,validation,700,1055640,70085d0e49c134258511e45b6f5a22401e617af97ac2b2c80aca8f02aa68c932,64f5ef8389fb1e4c3e97e52a060fadc37778c7ff0ccc88d7ba9f589d91856c89,fdea92a8a3d7115928cae1d84bc32de1b89de8b628c7c569e3c90c9018ec3f80
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-05/MeetingBank/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,5,MeetingBank,test,700,1000333,dc4a7cf122c6d818ab66eefcab8194a9cc34a7765ed1b32952d38478dcf2a104,d27d44cb8f31d38d24a2922d28cea3d86211217f20fa3ab20e5bb07db52cc166,db1f534c912e1d10ae8bcea40bb63d6030266d30120f20015f2f6f48799d1039
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-05/MeetingBank/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,5,MeetingBank,validation,700,1005858,937e2a3ce0938c5411c768a4d57cd37c2bef898ccfeb2944ee20c4af266b2745,fcc51edadce5df3f6215f5d3e9a779f1940a1d93d112f130ec63486a3e02ab52,db48e9b458a59c501927c2c01c56ab21f036ccca25c09c0bd27ebf110fe0ef1b
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-05/Py150/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,5,Py150,test,700,1299073,fd38400cdfa20c82e1c03cf12bd9a10abe3372da265853654078130f6743b97c,d9230619567fdf520748bb2f070785814fb51c5445a31a9ccde6775e1727571d,fdbca0e0a4645037f3e390b4c1e2b6cf9669a2138dd2b4f897bc467cf84015b5
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-05/Py150/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,5,Py150,validation,700,1309986,e3143147bc726a98db686bd3e21fb28a8386ea96a19e0430a036a1e3c3e851cf,5db86787078babd8976ede667199fb72a2ccb683fec0ce6cc5d6acf36eea3c2f,3ce84de35751fe4c79900768bf830bea72a130e66a1d5be2aa172094dabfec99
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-05/ScienceQA/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,5,ScienceQA,test,700,663574,89efef1c8b8d237098a5552cf337afaaa29d8581e2ac1b7892ee048a6b21b932,497c7f77a0355e6a29d5ff547e38f3fbf68b83f88a9f0253e7a37909a11cf886,261d1ac2b1d90d282f514981bae70f230c08717705f254298fc04a0d7d81bd53
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-05/ScienceQA/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,5,ScienceQA,validation,700,670942,becd12735d217db9af6e30f0db49ccfc32eb0124350e6493a7263cb24343bed8,683dbe19cf0f4022c3384bf0004dd43a430a3b67bb0e5bc8385d1a876b943448,071bf577207c9745de385e9713ac2c541a993c1e51813b340eaf330ccd6a65d7
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-06/C-STANCE/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,6,C-STANCE,test,900,697969,1e89caffde60cd9ba0a6f27ad6ceedb08a6668cf7e17a6f2842dba27e52a5847,c42e7e4159c27921107141f264c77ec0359d9f302a81535faed6c7949e9198c0,e57375298facdf76099e8d2cbef6bf31107bcba15511c9bb2fa9eea37ef5c3d1
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-06/C-STANCE/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,6,C-STANCE,validation,900,680257,49e442c78e06f0691ad545e5b791c3b99c01f77cd8df3ef0f9171ddeed97892d,172b7789d1a80fd36107f1603dcf703f64d14c8ba59d756033dc85a04cb6a597,8a17e80b6471e1f8350a73d9cec26c7cbf9846f48b555957607eb077906f748f
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-06/FOMC/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,6,FOMC,test,900,894315,8bb1b029e435b891f5c3b60e64e01d583be3a7c5a4bd40fee71e74e66682319f,8e4c354a656b12c4ca211be978c138e2c10416069f0c4f5a6e076ae1c1a71765,420021d1754af5c7a8b35d55590798ee0a32adc1cb76f03c2b3af16766a69353
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-06/FOMC/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,6,FOMC,validation,900,867158,011f6c2412a8b881cbcc44cc31de47c7f3c0a0720153643275216a6bd8f9244e,6bb25de46ba3e796348955df55e2eab7c6e8d13d40bb01f528d068d7a06924da,5e815c1cd9c5e59daa88f5cb2fed60391ebdce9d0860f0489f0a9fa73eaeb91d
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-06/MeetingBank/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,6,MeetingBank,test,900,1103908,2d3899ca2ca798cf8548f36f32bed5590097425e6b4fecf9858f04a2c61f3361,31c982c57c2d1f1a7bd4f607d2362381b0ca1561df4a5eb4991b9ea159850e62,3fd88bf8311cdef23d9b87e3ed1b6ba741235ebdf13653c26f379281b9a36da0
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-06/MeetingBank/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,6,MeetingBank,validation,900,1091215,6299c45d04470bba63384578422b47ff31a3490b91716f35a65f20642f70f1aa,ecc0fd1546219edf1f8db259cfba3bd7cf43214b1b818a19f544919cedc37373,cf9bff8bb4564332b9679b057e30d82954b8799bd700689707e38d8b76372ee5
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-06/NumGLUE-cm/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,6,NumGLUE-cm,test,729,616199,8675ab8480f949abea26256fc3c53a4fd69f3d40d6ad7f0f83d5cef927d9073b,ab5c2192def76390ddff7763e25ed2437b97b6871c5cd85a4ee22e6b1a56d1c9,e058e8b0aa54743ee58342bf638e107639692a37c07886adb8a8a60e415ab10e
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-06/NumGLUE-cm/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,6,NumGLUE-cm,validation,369,320087,8eaf2c7f012f91d3a9a5f9acefdbb43564d1cf1cd508dc53d82960f446ad98da,17b714658a4ad7733757a5bdc6ab6624da51114b67fbdf029e21d81f4c06219e,3cd9726fe9da9d409ec0951432278532d45f791b393a9a7b0f9cf383db20ed86
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-06/Py150/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,6,Py150,test,900,1673962,692507f4b7c9ea737420fe8443de67edaa0b85678f0d9c6732d4263881e1512f,e211dada70ddb09d5078aa14bdc8ddc33d635e983bfeb0873de5033e46dcbaf6,c913a7bad292fd819f25f42682471889b402a2a0c64af3aec5396c8055b892ee
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-06/Py150/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,6,Py150,validation,900,1709677,66d67855e525f4691e012c6c522283e21f10f7be763e4f5ee8665d8b39745ffd,667a5bf2108c0d7c0ec05d37c260fae0ac426443cc66aecce717f613c2217b64,7f160a96e4cf84d3760415053656e2330502350cce332010e777c5e0e3466cd9
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-06/ScienceQA/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,6,ScienceQA,test,900,668271,e50274a5154f23171efc8648a8cf9ee58d33599991a6c5c437acca27a5484c43,363e642ddd9aa3213477b496d2720b54202446715950a03d6d2858f040fac0cb,d4c4ef94d4f005ebf70f72f085291592d600ef05cee583230d234baa34fa9b8f
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-06/ScienceQA/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,6,ScienceQA,validation,900,673276,13b35a4644ce5f9ffc5eadc38be2e735e9345394c8eb8dbadd52d527476271e2,42ce8b598a6aa0648485a361333ab3d2905860f9be99afc7f604e6251623764d,a71de082985ba125a7a7d9b511ac6065c9261686e1a37e260e03c73f00f01217
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-07/C-STANCE/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,7,C-STANCE,test,700,502342,5a69a8b618b0cf1b325abe61aa1f7de5a1071cd596d1822a4651b48c05cafc93,7a9870b34e2acdd6b33a3bb4375884dce1a503bac4eea6ba346af54527fbfbfc,edf3fd567ab61ebf267eddadcc01c62e1769a643f44660879440fbfeafa4d7b0
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-07/C-STANCE/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,7,C-STANCE,validation,700,489405,8ae7b8f2e912528b9b612a42a9ac048955bc8cf7022686dc3ab02d3bb9001024,f3c9c394baf2e23bcf4eed32cd18b0115a11f5d607822f6fb7ec74ec19d81f98,e90605cbd413329da1f48f8ce18ddc8d52b3320ddcd8a3cfeed76fc15eb74e18
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-07/FOMC/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,7,FOMC,test,700,627500,6b2e339499d71fa49087c7e53156f3d62f0987c94a8323af0c923b2abf039efe,de2ba0842e8aca8b6d923a7b1b36a5a6d0e9dc396e06c5dc48a67e723d9208a8,e401e6401266e30fb870572b994ad5adbf669beed4f9448e833f673d6a035bd3
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-07/FOMC/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,7,FOMC,validation,700,631212,f6b9348a27396cda2442e80cd64d61964838aafa7e39ed0e7b065ddb795d4035,5f5f7cd3ef7052ffaa978869e245a034c9172dcf6904371db1fa8ab6dc9e552e,6d54d7e3e6c378657d0ff2758202cd92c8b384ccbecec87cc96498554d4b9a43
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-07/MeetingBank/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,7,MeetingBank,test,700,864226,5eed440084f7ff17f624445d50d6c890c4dec49057ab24b670d7089b84c49833,ad96e608db4709c9dc6bf3763f933d10b34c27e735fc9f3c4a0207063af22996,eaaddc2ca59dbcc3a54596d540590b4eebcdaa965779befa0b1a15a0ff967872
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-07/MeetingBank/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,7,MeetingBank,validation,700,848274,f8f4672321b2c036dd4636813690b174d63145c4ba62223af5010ace9cfb235c,fac4bccbeb781b6a64c85b7e8d3d833fdcb51cbfeab8acd4ce6300af52f2e899,a293ee8c6013014463ef5a3c62d9e265fa1f9c8d1431831b188d4488da2ac353
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-07/NumGLUE-cm/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,7,NumGLUE-cm,test,567,442867,548ea93a20d2696cb7f7e0e8b0d2fc9963c2b1203ed13dbc9e66a4cace7c2f0a,09fb10790aa1b7d8f813cb3ceb7ce8eebd26a9b4bc981d704674197096dd8730,1dc10dab3383937b106e9870b7946108894127146facf9e4b739b7a01ee42866
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-07/NumGLUE-cm/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,7,NumGLUE-cm,validation,287,229214,bf97b8008b6d99c9c30236e8833b84b6f9934ddba220617ae9cf95f870776b52,4531fb684b4c1e0631181824467f94e4442f71b2d972ea0ab6c2180c7b8fa255,55902a3be88bcb678ad1c7a981d6bd8f58ebb03c7acae2b5292a9905010a0017
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-07/NumGLUE-ds/test-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,7,NumGLUE-ds,test,700,607179,92a6ee3b43c63c735f4ac225863e49b1d371992194f3b4d362448f55a540aa9f,44cbb33d1b4261150cab6be4539c5b5af9cd984b59e991577f33f8b627dce693,f4e9ed6ed9ed9043aab41a23851bec79ce25d53d406fd21a9f29b180acc3a280
1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7/stage-07/NumGLUE-ds/validation-candidates.jsonl,vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,7,NumGLUE-ds,validation,700,604181,57b3a45bbf0b1c10119f40e8318aae492df8be96c545ffadfd5a2a579c4c8ed6,0bdf799d4790aa202b1428539321679c89651ee5089c2408de10aa5be53f18d4,6643f421edbfd9eaec3316d3669bfa247c2ef38aed68d2ba37db3d82db41332e
