condition,policy_hash,split,router,stage,task_index,task,candidate_id,score
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,6,3,MeetingBank,17903bc836d8ba50b43430c97fedaa2cc578e7cc2f448a227d5cfc5bb0581fcd,26.92745051727867
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,6,4,Py150,0120004419d6d9182c9bf7dc7d01fcc89c2fab04eb0e2f667a4a1c256ada759f,52.14
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,6,4,Py150,0120004419d6d9182c9bf7dc7d01fcc89c2fab04eb0e2f667a4a1c256ada759f,54.4
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,6,5,ScienceQA,dd802562e95d2e17cbf51e08bd92c703cc4d96dfd390f0e59d95b4c5b59733c3,73.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,6,5,ScienceQA,dd802562e95d2e17cbf51e08bd92c703cc4d96dfd390f0e59d95b4c5b59733c3,77.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,6,6,NumGLUE-cm,1d39607e63fa78261f1d172ed38d6a6e84d7e36aa538509899460baa5df69d23,19.753086419753085
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,6,6,NumGLUE-cm,1d39607e63fa78261f1d172ed38d6a6e84d7e36aa538509899460baa5df69d23,34.146341463414636
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,7,1,C-STANCE,831233efcb2e15eb68f4557a896c6a070376753dd087167ddd296d59281dee3e,47.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,7,1,C-STANCE,831233efcb2e15eb68f4557a896c6a070376753dd087167ddd296d59281dee3e,35.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,7,2,FOMC,831233efcb2e15eb68f4557a896c6a070376753dd087167ddd296d59281dee3e,24.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,7,2,FOMC,831233efcb2e15eb68f4557a896c6a070376753dd087167ddd296d59281dee3e,26.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,7,3,MeetingBank,831233efcb2e15eb68f4557a896c6a070376753dd087167ddd296d59281dee3e,22.22644888441106
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,7,3,MeetingBank,831233efcb2e15eb68f4557a896c6a070376753dd087167ddd296d59281dee3e,19.410298108901028
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,7,4,Py150,650f23a261ea23e511b3153fb6e2d826b06ebea231f131c64b9a38355791bd2c,24.53
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,7,4,Py150,650f23a261ea23e511b3153fb6e2d826b06ebea231f131c64b9a38355791bd2c,20.6
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,7,5,ScienceQA,650f23a261ea23e511b3153fb6e2d826b06ebea231f131c64b9a38355791bd2c,68.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,7,5,ScienceQA,650f23a261ea23e511b3153fb6e2d826b06ebea231f131c64b9a38355791bd2c,70.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,7,6,NumGLUE-cm,2c6db93757974a4ef9066ede8feb683f1c5e222d74e317979a3a151f045992b6,19.753086419753085
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,7,6,NumGLUE-cm,2c6db93757974a4ef9066ede8feb683f1c5e222d74e317979a3a151f045992b6,41.46341463414634
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,7,7,NumGLUE-ds,619dd99f9be6af638bc99c9d6ac7b095d81e6822159cdce7c3c50ecba2e189ef,47.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,7,7,NumGLUE-ds,619dd99f9be6af638bc99c9d6ac7b095d81e6822159cdce7c3c50ecba2e189ef,36.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,8,1,C-STANCE,831233efcb2e15eb68f4557a896c6a070376753dd087167ddd296d59281dee3e,48.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,8,1,C-STANCE,831233efcb2e15eb68f4557a896c6a070376753dd087167ddd296d59281dee3e,33.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,8,2,FOMC,831233efcb2e15eb68f4557a896c6a070376753dd087167ddd296d59281dee3e,28.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,8,2,FOMC,831233efcb2e15eb68f4557a896c6a070376753dd087167ddd296d59281dee3e,22.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,8,3,MeetingBank,831233efcb2e15eb68f4557a896c6a070376753dd087167ddd296d59281dee3e,21.53901379488252
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,8,3,MeetingBank,831233efcb2e15eb68f4557a896c6a070376753dd087167ddd296d59281dee3e,21.190762404059875
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,8,4,Py150,650f23a261ea23e511b3153fb6e2d826b06ebea231f131c64b9a38355791bd2c,24.68
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,8,4,Py150,650f23a261ea23e511b3153fb6e2d826b06ebea231f131c64b9a38355791bd2c,20.53
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,8,5,ScienceQA,650f23a261ea23e511b3153fb6e2d826b06ebea231f131c64b9a38355791bd2c,68.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,8,5,ScienceQA,650f23a261ea23e511b3153fb6e2d826b06ebea231f131c64b9a38355791bd2c,72.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,8,6,NumGLUE-cm,d05fcbfaa1c7f3d9d2321ceacda63a16df1ea8715457f64da340d3ec70d270b7,17.28395061728395
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,8,6,NumGLUE-cm,d05fcbfaa1c7f3d9d2321ceacda63a16df1ea8715457f64da340d3ec70d270b7,36.58536585365854
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,8,7,NumGLUE-ds,9b12f10fa73d981a4308fc651241f0e93bf33411beae1c110cf310bca0776dd4,41.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,8,7,NumGLUE-ds,9b12f10fa73d981a4308fc651241f0e93bf33411beae1c110cf310bca0776dd4,35.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_known_provenance,8,8,20Minuten,9efb562b2ebd0a8a69e887dd9091ffaee44ff091a80f3340e28ec08673872bb6,38.14269799691611
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_known_provenance,8,8,20Minuten,9efb562b2ebd0a8a69e887dd9091ffaee44ff091a80f3340e28ec08673872bb6,38.91438241464073
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,1,1,C-STANCE,43132f6a2dbb904542b9be65f7f3134e43f57b3b88035b83885dea7243114432,51.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,1,1,C-STANCE,43132f6a2dbb904542b9be65f7f3134e43f57b3b88035b83885dea7243114432,39.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,2,1,C-STANCE,dc4958ca640784e24adedf85bf25fbc4472926133226bba116da1a21e53f73eb,58.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,2,1,C-STANCE,dc4958ca640784e24adedf85bf25fbc4472926133226bba116da1a21e53f73eb,47.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,2,2,FOMC,31f32c9500cad0c67c045dd5ee862d32d65a71ae6f1f6b49cbbdc542e1a65f11,5.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,2,2,FOMC,31f32c9500cad0c67c045dd5ee862d32d65a71ae6f1f6b49cbbdc542e1a65f11,5.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,3,1,C-STANCE,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,55.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,3,1,C-STANCE,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,40.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,3,2,FOMC,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,19.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,3,2,FOMC,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,26.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,3,3,MeetingBank,c68ad33b3997eab723aab56e71bc046d278b975179df40ce2414b056a355dbd3,32.282989478813924
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,3,3,MeetingBank,c68ad33b3997eab723aab56e71bc046d278b975179df40ce2414b056a355dbd3,30.557974632473616
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,4,1,C-STANCE,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,56.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,4,1,C-STANCE,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,41.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,4,2,FOMC,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,23.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,4,2,FOMC,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,28.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,4,3,MeetingBank,41b93a772df39c1f62c5102bd843077e53a00f6455f9e6a8e076d8e41cf9dbf0,32.689568149459326
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,4,3,MeetingBank,41b93a772df39c1f62c5102bd843077e53a00f6455f9e6a8e076d8e41cf9dbf0,29.107560624426675
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,4,4,Py150,47a1b0022fc1f6941637d400a3dfc547e7aca79629a175bd136aae7439b89537,53.84
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,4,4,Py150,47a1b0022fc1f6941637d400a3dfc547e7aca79629a175bd136aae7439b89537,53.83
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,5,1,C-STANCE,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,57.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,5,1,C-STANCE,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,42.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,5,2,FOMC,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,20.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,5,2,FOMC,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,25.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,5,3,MeetingBank,17903bc836d8ba50b43430c97fedaa2cc578e7cc2f448a227d5cfc5bb0581fcd,30.468972094793266
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,5,3,MeetingBank,17903bc836d8ba50b43430c97fedaa2cc578e7cc2f448a227d5cfc5bb0581fcd,26.2438080251978
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,5,4,Py150,0120004419d6d9182c9bf7dc7d01fcc89c2fab04eb0e2f667a4a1c256ada759f,53.01
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,5,4,Py150,0120004419d6d9182c9bf7dc7d01fcc89c2fab04eb0e2f667a4a1c256ada759f,53.55
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,5,5,ScienceQA,77274d05894a0c90f13f165e9ee95a1960266c36a5cd296b19fecefdeba8c249,71.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,5,5,ScienceQA,77274d05894a0c90f13f165e9ee95a1960266c36a5cd296b19fecefdeba8c249,77.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,6,1,C-STANCE,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,58.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,6,1,C-STANCE,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,41.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,6,2,FOMC,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,21.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,6,2,FOMC,f1e03f4b15e3ddefa5c719f442675bd70eb496603cccd94be5415b26d708f88a,24.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,6,3,MeetingBank,17903bc836d8ba50b43430c97fedaa2cc578e7cc2f448a227d5cfc5bb0581fcd,30.178681536422843
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,6,3,MeetingBank,17903bc836d8ba50b43430c97fedaa2cc578e7cc2f448a227d5cfc5bb0581fcd,27.131999505364142
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,6,4,Py150,0120004419d6d9182c9bf7dc7d01fcc89c2fab04eb0e2f667a4a1c256ada759f,52.74
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,6,4,Py150,0120004419d6d9182c9bf7dc7d01fcc89c2fab04eb0e2f667a4a1c256ada759f,53.36
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,6,5,ScienceQA,dd802562e95d2e17cbf51e08bd92c703cc4d96dfd390f0e59d95b4c5b59733c3,73.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,validation,task_known_provenance,6,5,ScienceQA,dd802562e95d2e17cbf51e08bd92c703cc4d96dfd390f0e59d95b4c5b59733c3,78.0
vamp_svd_r8_repair005,ae101c7f8b800eed7ae750626b2d1db93697b662160356b34e2df60989a3489e,test,task_known_provenance,6,6,NumGLUE-cm,1d39607e63fa78261f1d172ed38d6a6e84d7e36aa538509899460baa5df69d23,23.45679012345679
