condition,policy_hash,split,router,stage,task_index,task,score
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,3,2,FOMC,27.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,3,2,FOMC,1.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,3,2,FOMC,29.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,3,3,MeetingBank,37.32159559582737
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,3,3,MeetingBank,32.86125646750326
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,3,3,MeetingBank,21.57140961742128
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,3,3,MeetingBank,32.057807482876775
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,3,3,MeetingBank,35.31973276588566
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,3,3,MeetingBank,30.179581428423738
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,3,3,MeetingBank,19.946934411688552
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,3,3,MeetingBank,30.803611399427073
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,4,1,C-STANCE,50.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,4,1,C-STANCE,49.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,4,1,C-STANCE,4.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,4,1,C-STANCE,49.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,4,1,C-STANCE,39.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,4,1,C-STANCE,38.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,4,1,C-STANCE,2.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,4,1,C-STANCE,38.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,4,2,FOMC,41.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,4,2,FOMC,25.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,4,2,FOMC,0.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,4,2,FOMC,25.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,4,2,FOMC,46.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,4,2,FOMC,27.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,4,2,FOMC,0.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,4,2,FOMC,27.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,4,3,MeetingBank,35.5456649220279
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,4,3,MeetingBank,30.230190640436533
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,4,3,MeetingBank,20.477606590615743
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,4,3,MeetingBank,32.04477038320664
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,4,3,MeetingBank,32.196747879158515
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,4,3,MeetingBank,28.131432051103076
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,4,3,MeetingBank,20.0850286953218
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,4,3,MeetingBank,28.41522484392642
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,4,4,Py150,62.92
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,4,4,Py150,54.17
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,4,4,Py150,7.53
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,4,4,Py150,55.39
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,4,4,Py150,63.05
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,4,4,Py150,52.15
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,4,4,Py150,6.48
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,4,4,Py150,54.04
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,5,1,C-STANCE,49.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,5,1,C-STANCE,49.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,5,1,C-STANCE,0.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,5,1,C-STANCE,49.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,5,1,C-STANCE,38.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,5,1,C-STANCE,38.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,5,1,C-STANCE,1.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,5,1,C-STANCE,38.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,5,2,FOMC,31.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,5,2,FOMC,16.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,5,2,FOMC,9.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,5,2,FOMC,21.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,5,2,FOMC,44.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,5,2,FOMC,24.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,5,2,FOMC,13.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,5,2,FOMC,26.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,5,3,MeetingBank,32.97158017972047
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,5,3,MeetingBank,29.345207686663375
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,5,3,MeetingBank,18.861536312744192
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,5,3,MeetingBank,29.345207686663375
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,5,3,MeetingBank,30.149911228807838
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,5,3,MeetingBank,26.46747347774444
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,5,3,MeetingBank,18.14216595507022
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,5,3,MeetingBank,26.46747347774444
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,5,4,Py150,52.58
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,5,4,Py150,52.31
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,5,4,Py150,5.99
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,5,4,Py150,52.31
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,5,4,Py150,53.79
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,5,4,Py150,53.6
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,5,4,Py150,6.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,5,4,Py150,53.6
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,5,5,ScienceQA,86.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,5,5,ScienceQA,72.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,5,5,ScienceQA,68.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,5,5,ScienceQA,71.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,5,5,ScienceQA,88.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,5,5,ScienceQA,74.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,5,5,ScienceQA,74.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,5,5,ScienceQA,77.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,6,1,C-STANCE,49.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,6,1,C-STANCE,49.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,6,1,C-STANCE,0.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,6,1,C-STANCE,49.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,6,1,C-STANCE,39.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,6,1,C-STANCE,39.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,6,1,C-STANCE,2.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,6,1,C-STANCE,39.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,6,2,FOMC,34.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,6,2,FOMC,14.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,6,2,FOMC,8.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,6,2,FOMC,22.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,6,2,FOMC,44.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,6,2,FOMC,21.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,6,2,FOMC,11.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,6,2,FOMC,25.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,6,3,MeetingBank,33.04090097505425
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,6,3,MeetingBank,29.689649224932918
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,6,3,MeetingBank,18.723021734981977
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,6,3,MeetingBank,29.689649224932918
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,6,3,MeetingBank,30.351182453003442
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,6,3,MeetingBank,26.92745051727867
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,6,3,MeetingBank,19.15456882321738
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,6,3,MeetingBank,26.92745051727867
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,6,6,NumGLUE-cm,40.74074074074074
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,6,6,NumGLUE-cm,19.753086419753085
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,6,6,NumGLUE-cm,9.876543209876543
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,6,6,NumGLUE-cm,22.22222222222222
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,6,6,NumGLUE-cm,56.09756097560975
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,6,6,NumGLUE-cm,39.02439024390244
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,6,6,NumGLUE-cm,9.75609756097561
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,6,6,NumGLUE-cm,36.58536585365854
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,6,4,Py150,52.48
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,6,4,Py150,52.14
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,6,4,Py150,5.86
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,6,4,Py150,52.14
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,6,4,Py150,54.62
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,6,4,Py150,54.4
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,6,4,Py150,5.92
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,6,4,Py150,54.4
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,6,5,ScienceQA,85.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,6,5,ScienceQA,75.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,6,5,ScienceQA,66.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,6,5,ScienceQA,73.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,6,5,ScienceQA,88.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,6,5,ScienceQA,77.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,6,5,ScienceQA,74.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,6,5,ScienceQA,77.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,7,1,C-STANCE,49.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,7,1,C-STANCE,47.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,7,1,C-STANCE,5.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,7,1,C-STANCE,47.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,7,1,C-STANCE,35.0
