condition,policy_hash,split,router,stage,task_index,task,score
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,4,2,FOMC,27.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,4,2,FOMC,0.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,4,2,FOMC,27.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,4,4,Py150,62.92
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,4,4,Py150,54.17
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,4,4,Py150,7.53
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,4,4,Py150,55.39
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,4,4,Py150,63.05
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,4,4,Py150,52.15
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,4,4,Py150,6.48
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,4,4,Py150,54.04
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,5,2,FOMC,31.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,5,2,FOMC,16.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,5,2,FOMC,9.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,5,2,FOMC,21.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,5,2,FOMC,44.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,5,2,FOMC,24.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,5,2,FOMC,13.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,5,2,FOMC,26.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,5,3,MeetingBank,32.97158017972047
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,5,3,MeetingBank,29.345207686663375
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,5,3,MeetingBank,18.861536312744192
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,5,3,MeetingBank,29.345207686663375
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,5,3,MeetingBank,30.149911228807838
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,5,3,MeetingBank,26.46747347774444
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,5,3,MeetingBank,18.14216595507022
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,5,3,MeetingBank,26.46747347774444
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,6,2,FOMC,34.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,6,2,FOMC,14.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,6,2,FOMC,8.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,6,2,FOMC,22.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,6,2,FOMC,44.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,6,2,FOMC,21.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,6,2,FOMC,11.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,6,2,FOMC,25.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,6,3,MeetingBank,33.04090097505425
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,6,3,MeetingBank,29.689649224932918
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,6,3,MeetingBank,18.723021734981977
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,6,3,MeetingBank,29.689649224932918
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,6,3,MeetingBank,30.351182453003442
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,6,3,MeetingBank,26.92745051727867
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,6,3,MeetingBank,19.15456882321738
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,6,3,MeetingBank,26.92745051727867
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,6,6,NumGLUE-cm,40.74074074074074
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,6,6,NumGLUE-cm,19.753086419753085
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,6,6,NumGLUE-cm,9.876543209876543
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,6,6,NumGLUE-cm,22.22222222222222
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,6,6,NumGLUE-cm,56.09756097560975
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,6,6,NumGLUE-cm,39.02439024390244
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,6,6,NumGLUE-cm,9.75609756097561
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,6,6,NumGLUE-cm,36.58536585365854
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,7,1,C-STANCE,49.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,7,1,C-STANCE,47.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,7,1,C-STANCE,5.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,7,1,C-STANCE,47.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,7,1,C-STANCE,35.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,7,1,C-STANCE,35.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,7,1,C-STANCE,4.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,7,1,C-STANCE,35.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,7,2,FOMC,30.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,7,2,FOMC,0.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,7,2,FOMC,0.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,7,2,FOMC,24.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,7,2,FOMC,30.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,7,2,FOMC,0.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,7,2,FOMC,0.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,7,2,FOMC,26.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,7,3,MeetingBank,26.07136662239805
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,7,3,MeetingBank,18.166278476852906
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,7,3,MeetingBank,19.78637936863478
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,7,3,MeetingBank,22.22644888441106
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,7,3,MeetingBank,23.662863588576492
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,7,3,MeetingBank,17.42743191249062
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,7,3,MeetingBank,17.979812190467094
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,7,3,MeetingBank,19.410298108901028
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,7,6,NumGLUE-cm,27.160493827160494
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,7,6,NumGLUE-cm,18.51851851851852
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,7,6,NumGLUE-cm,9.876543209876543
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,7,6,NumGLUE-cm,19.753086419753085
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,7,6,NumGLUE-cm,53.65853658536585
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,7,6,NumGLUE-cm,43.90243902439025
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,7,6,NumGLUE-cm,14.634146341463415
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,7,6,NumGLUE-cm,41.46341463414634
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,7,7,NumGLUE-ds,52.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,7,7,NumGLUE-ds,44.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,7,7,NumGLUE-ds,19.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,7,7,NumGLUE-ds,41.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,7,7,NumGLUE-ds,48.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,7,7,NumGLUE-ds,35.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,7,7,NumGLUE-ds,16.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,7,7,NumGLUE-ds,37.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,7,5,ScienceQA,81.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,7,5,ScienceQA,67.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,7,5,ScienceQA,69.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,7,5,ScienceQA,67.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,7,5,ScienceQA,88.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,7,5,ScienceQA,75.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,7,5,ScienceQA,73.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,7,5,ScienceQA,75.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,8,1,C-STANCE,53.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,8,1,C-STANCE,48.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,8,1,C-STANCE,8.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,8,1,C-STANCE,48.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,8,1,C-STANCE,42.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,8,1,C-STANCE,33.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,8,1,C-STANCE,3.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,8,1,C-STANCE,33.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,8,2,FOMC,30.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,8,2,FOMC,0.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,8,2,FOMC,0.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,8,2,FOMC,28.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,8,2,FOMC,25.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,8,2,FOMC,0.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,8,2,FOMC,0.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,8,2,FOMC,22.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,8,3,MeetingBank,26.525967608683185
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,8,3,MeetingBank,18.120883822515673
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,8,3,MeetingBank,19.312699091832137
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,8,3,MeetingBank,21.53901379488252
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,8,3,MeetingBank,24.794246468190728
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,8,3,MeetingBank,17.313941997094226
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,8,3,MeetingBank,19.69039921685061
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,8,3,MeetingBank,21.190762404059875
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,8,7,NumGLUE-ds,48.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,8,7,NumGLUE-ds,42.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,8,7,NumGLUE-ds,20.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,task_aware,8,7,NumGLUE-ds,41.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,answer_oracle,8,7,NumGLUE-ds,42.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,frozen_prompt_centroid,8,7,NumGLUE-ds,36.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,prompt_nll,8,7,NumGLUE-ds,14.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,validation,task_aware,8,7,NumGLUE-ds,35.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,answer_oracle,8,5,ScienceQA,84.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,frozen_prompt_centroid,8,5,ScienceQA,64.0
vamp_svd_r8_repair000,1e51d2973353ad68f99979f822cde7713401e16b4f79106bc90c540e0e18c8c7,test,prompt_nll,8,5,ScienceQA,68.0
